feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__Desulfitobacterium.s__Desulfitobacterium_metallireducens	serv_alcohol	serv_alcohol	0.39260128389041	0.106261280139207	30	4	0.000946731547914235	0.623079058664931
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae.s__Caulobacteraceae_bacterium_OTSz_A_272	serv_alcohol	serv_alcohol	0.241533823424587	0.071871121769225	30	3	0.00226029641009958	0.623079058664931
d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Bradyrhizobiaceae.g__Bradyrhizobium.s__Bradyrhizobium_icense	serv_alcohol	serv_alcohol	0.277366481105791	0.0863674657852464	30	2	0.00330766104534742	0.623079058664931
d__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Herbaspirillum.s__Herbaspirillum_hiltneri	serv_alcohol	serv_alcohol	0.238540035225746	0.0713680136879252	30	2	0.00236879806382602	0.623079058664931
d__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Pseudodesulfovibrio.s__Pseudodesulfovibrio_piezophilus	serv_alcohol	serv_alcohol	0.243334527747901	0.075143232658143	30	3	0.00309019213370749	0.623079058664931
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.g__Sedimenticola.s__Sedimenticola_thiotaurini	serv_alcohol	serv_alcohol	0.509619199350353	0.137143019908742	30	7	0.000895009774443894	0.623079058664931
d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_lactucae	serv_alcohol	serv_alcohol	0.218946325816718	0.0643636623839747	30	2	0.00203355333253688	0.623079058664931
d__Bacteria.p__Spirochaetes.c__Spirochaetia.o__Brachyspirales.f__Brachyspiraceae.g__Brachyspira.s__Brachyspira_hyodysenteriae	serv_alcohol	serv_alcohol	0.348711494181727	0.108795178589974	30	3	0.00336050911367778	0.623079058664931
d__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Thermoproteales.f__Thermoproteaceae.g__Caldivirga.s__Caldivirga_maquilingensis	serv_alcohol	serv_alcohol	0.0948275862068963	0.0437148752445785	30	1	0.0387094718451654	0.623950694692434
d__Archaea.p__Euryarchaeota.c__Archaeoglobi.o__Archaeoglobales.f__Archaeoglobaceae.g__Archaeoglobus.s__Archaeoglobus_sulfaticallidus	serv_alcohol	serv_alcohol	0.0948275862068942	0.0437148752445785	30	1	0.0387094718451693	0.623950694692434
d__Archaea.p__Euryarchaeota.c__Archaeoglobi.o__Archaeoglobales.f__Archaeoglobaceae.g__Ferroglobus.s__Ferroglobus_placidus	serv_alcohol	serv_alcohol	0.094827586206894	0.0437148752445784	30	1	0.0387094718451695	0.623950694692434
d__Archaea.p__Euryarchaeota.c__Methanococci.o__Methanococcales.f__Methanococcaceae.g__Methanococcus.s__Methanococcus_aeolicus	serv_alcohol	serv_alcohol	0.0948275862068973	0.0437148752445784	30	1	0.0387094718451632	0.623950694692434
d__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanocellales.f__Methanocellaceae.g__Methanocella.s__Methanocella_arvoryzae	serv_alcohol	serv_alcohol	0.094827586206894	0.0437148752445784	30	1	0.0387094718451695	0.623950694692434
d__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanomicrobiaceae.g__Methanoculleus.s__Methanoculleus_marisnigri	serv_alcohol	serv_alcohol	0.094827586206894	0.0437148752445784	30	1	0.0387094718451695	0.623950694692434
d__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanosarcinales.f__Methanosarcinaceae.g__Methanococcoides.s__Methanococcoides_methylutens	serv_alcohol	serv_alcohol	0.0948275862068942	0.0437148752445785	30	1	0.0387094718451693	0.623950694692434
d__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_catenulatum	serv_alcohol	serv_alcohol	-1.63084754886094	0.705825264647444	30	26	0.0284403658693677	0.623950694692434
d__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Nocardiaceae.g__Rhodococcus.s__Rhodococcus_fascians	serv_alcohol	serv_alcohol	0.0948275862068963	0.0437148752445785	30	1	0.0387094718451654	0.623950694692434
d__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Geodermatophilales.f__Geodermatophilaceae.g__Modestobacter.s__Modestobacter_marinus	serv_alcohol	serv_alcohol	0.215566307003051	0.0969099414144029	30	4	0.0343587193833186	0.623950694692434
d__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Arsenicicoccus.s__Arsenicicoccus_sp._oral_taxon_190	serv_alcohol	serv_alcohol	0.223015657223266	0.0898617431021917	30	3	0.0193426896226663	0.623950694692434
d__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_dentocariosa	serv_alcohol	serv_alcohol	0.652806109125059	0.281242398956172	30	12	0.0277801839794529	0.623950694692434
d__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micromonosporales.f__Micromonosporaceae.g__Actinoplanes.s__Actinoplanes_friuliensis	serv_alcohol	serv_alcohol	0.544420453657416	0.228136327932135	30	12	0.0240142053470117	0.623950694692434
d__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_alboflavus	serv_alcohol	serv_alcohol	0.0948275862068973	0.0437148752445784	30	1	0.0387094718451632	0.623950694692434
d__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_avermitilis	serv_alcohol	serv_alcohol	0.185257633364974	0.0820055803336984	30	2	0.0318537692610655	0.623950694692434
d__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_lunaelactis	serv_alcohol	serv_alcohol	0.094827586206894	0.0437148752445784	30	1	0.0387094718451695	0.623950694692434
d__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Streptomycetales.f__Streptomycetaceae.g__Streptomyces.s__Streptomyces_sp._3211	serv_alcohol	serv_alcohol	0.0948275862068973	0.0437148752445784	30	1	0.0387094718451632	0.623950694692434
d__Bacteria.p__Actinobacteria.c__Actinobacteria.s__Actinobacteria_bacterium_IMCC26256	serv_alcohol	serv_alcohol	0.0948275862068942	0.0437148752445785	30	1	0.0387094718451693	0.623950694692434
d__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Gordonibacter.s__Gordonibacter_urolithinfaciens	serv_alcohol	serv_alcohol	1.03804998830671	0.447624759801658	30	30	0.0279119307570249	0.623950694692434
d__Bacteria.p__Aquificae.c__Aquificae.o__Aquificales.f__Hydrogenothermaceae.g__Sulfurihydrogenibium.s__Sulfurihydrogenibium_azorense	serv_alcohol	serv_alcohol	0.0948275862068973	0.0437148752445784	30	1	0.0387094718451632	0.623950694692434
d__Bacteria.p__Bacteroidetes.c__Chitinophagia.o__Chitinophagales.f__Chitinophagaceae.g__Niabella.s__Niabella_ginsenosidivorans	serv_alcohol	serv_alcohol	0.631989012955016	0.208850562134281	30	8	0.00526645738593688	0.623950694692434
d__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Cyclobacteriaceae.g__Cyclobacterium.s__Cyclobacterium_marinum	serv_alcohol	serv_alcohol	0.094827586206894	0.0437148752445784	30	1	0.0387094718451695	0.623950694692434
d__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Chryseobacterium.s__Chryseobacterium_glaciei	serv_alcohol	serv_alcohol	0.279711979468552	0.0892144000136171	30	3	0.00400884702569437	0.623950694692434
d__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Chryseobacterium.s__Chryseobacterium_sp._T16E.39	serv_alcohol	serv_alcohol	0.0948275862068963	0.0437148752445785	30	1	0.0387094718451654	0.623950694692434
d__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Flavobacterium.s__Flavobacterium_crassostreae	serv_alcohol	serv_alcohol	0.0948275862068973	0.0437148752445784	30	1	0.0387094718451632	0.623950694692434
d__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Gramella.s__Gramella_flava	serv_alcohol	serv_alcohol	0.220020990456096	0.0977947563474973	30	4	0.0325059405090186	0.623950694692434
d__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Lacinutrix.s__Lacinutrix_sp._Bg11.31	serv_alcohol	serv_alcohol	0.094827586206897	0.0437148752445785	30	1	0.0387094718451638	0.623950694692434
d__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Polaribacter.s__Polaribacter_sp._KT_15	serv_alcohol	serv_alcohol	0.0948275862068963	0.0437148752445785	30	1	0.0387094718451654	0.623950694692434
d__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Tenacibaculum.s__Tenacibaculum_maritimum	serv_alcohol	serv_alcohol	0.0948275862068942	0.0437148752445785	30	1	0.0387094718451693	0.623950694692434
d__Bacteria.p__Caldiserica.c__Caldisericia.o__Caldisericales.f__Caldisericaceae.g__Caldisericum.s__Caldisericum_exile	serv_alcohol	serv_alcohol	0.094827586206894	0.0437148752445784	30	1	0.0387094718451695	0.623950694692434
d__Bacteria.p__Chloroflexi.c__Chloroflexia.o__Chloroflexales.f__Chloroflexaceae.g__Chloroflexus.s__Chloroflexus_aggregans	serv_alcohol	serv_alcohol	0.169264858567356	0.0760626246334464	30	2	0.0342887698336811	0.623950694692434
d__Bacteria.p__Coprothermobacterota.c__Coprothermobacteria.o__Coprothermobacterales.f__Coprothermobacteraceae.g__Coprothermobacter.s__Coprothermobacter_proteolyticus	serv_alcohol	serv_alcohol	0.094827586206894	0.0437148752445784	30	1	0.0387094718451695	0.623950694692434
d__Bacteria.p__Cyanobacteria.o__Chroococcales.f__Cyanobacteriaceae.g__Cyanobacterium.s__Cyanobacterium_aponinum	serv_alcohol	serv_alcohol	0.0948275862068942	0.0437148752445785	30	1	0.0387094718451693	0.623950694692434
d__Bacteria.p__Cyanobacteria.o__Nostocales.f__Nostocaceae.g__Nostoc.s__Nostoc_sp._PCC_7524	serv_alcohol	serv_alcohol	0.0948275862068973	0.0437148752445784	30	1	0.0387094718451632	0.623950694692434
d__Bacteria.p__Cyanobacteria.o__Oscillatoriales.f__Gomontiellaceae.g__Crinalium.s__Crinalium_epipsammum	serv_alcohol	serv_alcohol	0.0948275862068956	0.0437148752445784	30	1	0.0387094718451664	0.623950694692434
d__Bacteria.p__Cyanobacteria.o__Synechococcales.f__Synechococcaceae.g__Synechococcus.s__Synechococcus_lividus	serv_alcohol	serv_alcohol	0.334145196526848	0.152575775902876	30	7	0.0370143586739767	0.623950694692434
d__Bacteria.p__Cyanobacteria.o__Synechococcales.f__Synechococcaceae.g__Synechococcus.s__Synechococcus_sp._KORDI.100	serv_alcohol	serv_alcohol	0.0948275862068963	0.0437148752445785	30	1	0.0387094718451654	0.623950694692434
d__Bacteria.p__Cyanobacteria.o__Synechococcales.f__Synechococcaceae.g__Thermosynechococcus.s__Thermosynechococcus_sp._NK55a	serv_alcohol	serv_alcohol	0.094827586206894	0.0437148752445784	30	1	0.0387094718451695	0.623950694692434
d__Bacteria.p__Dictyoglomi.c__Dictyoglomia.o__Dictyoglomales.f__Dictyoglomaceae.g__Dictyoglomus.s__Dictyoglomus_thermophilum	serv_alcohol	serv_alcohol	0.0948275862068942	0.0437148752445785	30	1	0.0387094718451693	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus.s__Bacillus_altitudinis	serv_alcohol	serv_alcohol	0.162530055525345	0.0736373482696178	30	2	0.0356677461008294	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus.s__Bacillus_halodurans	serv_alcohol	serv_alcohol	0.258529388561384	0.103410467249197	30	4	0.0185495968588061	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus.s__Bacillus_infantis	serv_alcohol	serv_alcohol	0.374454108867973	0.129504124175238	30	5	0.00733456093203431	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus.s__Bacillus_simplex	serv_alcohol	serv_alcohol	0.468037698696584	0.197243315804239	30	9	0.0247523244995685	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus.s__Bacillus_thermoamylovorans	serv_alcohol	serv_alcohol	0.299180422495726	0.132250472565432	30	5	0.0316353579299612	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Geobacillus.s__Geobacillus_sp._C56.T3	serv_alcohol	serv_alcohol	0.0948275862068963	0.0437148752445785	30	1	0.0387094718451654	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Halobacillus.s__Halobacillus_mangrovi	serv_alcohol	serv_alcohol	0.29359547220755	0.12389313222274	30	5	0.0249275271020866	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Lysinibacillus.s__Lysinibacillus_sp._2017	serv_alcohol	serv_alcohol	0.300944035792611	0.112941245600965	30	4	0.0126446392477193	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Lysinibacillus.s__Lysinibacillus_varians	serv_alcohol	serv_alcohol	0.21711090708291	0.0975488380665111	30	4	0.0342643051735035	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Salimicrobium.s__Salimicrobium_jeotgali	serv_alcohol	serv_alcohol	0.290476362978039	0.108154933925771	30	6	0.01202829828561	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Virgibacillus.s__Virgibacillus_phasianinus	serv_alcohol	serv_alcohol	0.0948275862068942	0.0437148752445785	30	1	0.0387094718451693	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Paenibacillaceae.g__Paenibacillus.s__Paenibacillus_larvae	serv_alcohol	serv_alcohol	0.405506201304516	0.137041280406683	30	4	0.00621537002937736	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Paenibacillaceae.g__Paenibacillus.s__Paenibacillus_sp._lzh.N1	serv_alcohol	serv_alcohol	0.094827586206894	0.0437148752445784	30	1	0.0387094718451695	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.g__Planococcus.s__Planococcus_versutus	serv_alcohol	serv_alcohol	0.0948275862068963	0.0437148752445785	30	1	0.0387094718451654	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.g__Solibacillus.s__Solibacillus_silvestris	serv_alcohol	serv_alcohol	0.236952203068498	0.0936929534246898	30	4	0.0173519696292257	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_pasteuri	serv_alcohol	serv_alcohol	0.237398046741073	0.106624795289862	30	4	0.0342034726967031	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Aerococcaceae.g__Aerococcus.s__Aerococcus_christensenii	serv_alcohol	serv_alcohol	0.333367621432643	0.109546334697529	30	2	0.00504702463472453	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__Enterococcus_faecium	serv_alcohol	serv_alcohol	0.992397111219005	0.445621997109098	30	30	0.0341653681206826	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__Enterococcus_sp._FDAARGOS_163	serv_alcohol	serv_alcohol	0.0948275862068972	0.0437148752445785	30	1	0.0387094718451634	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_acetotolerans	serv_alcohol	serv_alcohol	0.0948275862068963	0.0437148752445785	30	1	0.0387094718451654	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_curieae	serv_alcohol	serv_alcohol	0.094827586206897	0.0437148752445785	30	1	0.0387094718451638	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_parabuchneri	serv_alcohol	serv_alcohol	0.264092444774253	0.113772831324228	30	2	0.0277755739808501	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_sp._HBUAS52074	serv_alcohol	serv_alcohol	0.226938802005975	0.0961201172882374	30	4	0.0254209159202288	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_zymae	serv_alcohol	serv_alcohol	0.094827586206894	0.0437148752445784	30	1	0.0387094718451695	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__Leuconostoc.s__Leuconostoc_sp._C2	serv_alcohol	serv_alcohol	0.094827586206894	0.0437148752445784	30	1	0.0387094718451695	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__Weissella.s__Weissella_ceti	serv_alcohol	serv_alcohol	0.0948275862068973	0.0437148752445784	30	1	0.0387094718451632	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus.s__Lactococcus_raffinolactis	serv_alcohol	serv_alcohol	0.210389572692914	0.0909767184519055	30	4	0.0283140124967265	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_agalactiae	serv_alcohol	serv_alcohol	0.991068519433302	0.348186183187876	30	27	0.00818436543480841	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_sobrinus	serv_alcohol	serv_alcohol	0.519313495004114	0.216944170160113	30	9	0.0236186928198364	0.623950694692434
d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_sp._Z15	serv_alcohol	serv_alcohol	0.094827586206894	0.0437148752445784	30	1	0.0387094718451695	0.623950694692434
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Alkaliphilus.s__Alkaliphilus_metalliredigens	serv_alcohol	serv_alcohol	0.299333942423884	0.136956014874043	30	8	0.0373678589666923	0.623950694692434
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_argentinense	serv_alcohol	serv_alcohol	0.667303979747683	0.256215781210687	30	11	0.0145634048956211	0.623950694692434
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_drakei	serv_alcohol	serv_alcohol	0.233392477607673	0.103367349131918	30	5	0.0319370426793293	0.623950694692434
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_sp._SY8519	serv_alcohol	serv_alcohol	0.859972200882714	0.349721312610507	30	30	0.0203737196850495	0.623950694692434
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XIII._Incertae_Sedis.g__Mogibacterium.s__Mogibacterium_pumilum	serv_alcohol	serv_alcohol	0.716576420655247	0.278684967371094	30	18	0.0157345524070172	0.623950694692434
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Acetobacterium.s__Acetobacterium_woodii	serv_alcohol	serv_alcohol	0.665414944429932	0.238485565330494	30	11	0.00937441233406851	0.623950694692434
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__.Eubacterium._cellulosolvens	serv_alcohol	serv_alcohol	0.743734113314499	0.32936640409873	30	29	0.0319243443083082	0.623950694692434
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Hungateiclostridiaceae.g__Hungateiclostridium.s__Hungateiclostridium_saccincola	serv_alcohol	serv_alcohol	0.23390207114437	0.10088040897476	30	4	0.0279373690109541	0.623950694692434
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Hungateiclostridiaceae.g__Hungateiclostridium.s__Hungateiclostridium_thermocellum	serv_alcohol	serv_alcohol	0.63382295335054	0.277735108685027	30	16	0.0302832100487444	0.623950694692434
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerotignum.s__Anaerotignum_propionicum	serv_alcohol	serv_alcohol	1.10244821520347	0.421767184647085	30	21	0.0142460812141994	0.623950694692434
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Blautia_hansenii	serv_alcohol	serv_alcohol	0.739164039246445	0.291312552659343	30	30	0.0170214535645168	0.623950694692434
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Blautia_sp._YL58	serv_alcohol	serv_alcohol	0.796536362458964	0.338118642284296	30	14	0.0257182519071199	0.623950694692434
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Butyrivibrio.s__Butyrivibrio_fibrisolvens	serv_alcohol	serv_alcohol	0.751313827943745	0.315534349414868	30	30	0.0243017234306171	0.623950694692434
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Butyrivibrio.s__Butyrivibrio_hungatei	serv_alcohol	serv_alcohol	1.07002638606205	0.362717293506077	30	28	0.00635418361088316	0.623950694692434
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Butyrivibrio.s__Butyrivibrio_proteoclasticus	serv_alcohol	serv_alcohol	1.14852490990837	0.423336675225635	30	26	0.0112740670647441	0.623950694692434
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Cellulosilyticum.s__Cellulosilyticum_lentocellum	serv_alcohol	serv_alcohol	0.885760617825969	0.321837177334798	30	25	0.0102683804134922	0.623950694692434
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Herbinix.s__Herbinix_luporum	serv_alcohol	serv_alcohol	0.911525690136585	0.418815438322944	30	24	0.0381142597082682	0.623950694692434
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Lachnoclostridium_phocaeense	serv_alcohol	serv_alcohol	0.607216024969489	0.215090951678847	30	30	0.00865948720396004	0.623950694692434
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Lachnoclostridium_phytofermentans	serv_alcohol	serv_alcohol	0.957563550102482	0.38697062974156	30	29	0.0196661185500397	0.623950694692434
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Lachnoclostridium_sp._YL32	serv_alcohol	serv_alcohol	0.753901460043868	0.333005098863282	30	30	0.0315171275679811	0.623950694692434
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__.Clostridium._saccharolyticum	serv_alcohol	serv_alcohol	0.695714690026997	0.284259876481774	30	30	0.0209170002936778	0.623950694692434
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__.Clostridium._sphenoides	serv_alcohol	serv_alcohol	0.857090654830953	0.327844959781327	30	29	0.0142314667777255	0.623950694692434
